13.868628	23.173302	-992.654817
-7.598486	4.245946	-957.289840
18.218171	6.477477	-991.538955
-14.732003	-16.501000	-961.699562
0.581625	-15.300841	-962.804636
-13.613892	-19.463295	-961.954242
-0.221796	16.821318	-987.238621
-14.580905	5.525668	-954.954658
12.377637	20.117932	-972.594904
-23.666175	-19.865539	-997.829718
-9.563985	-18.178624	-990.123912
15.917481	24.042485	-993.273363
-8.467741	1.918703	-981.458437
15.402358	-12.571665	-954.352057
-18.763295	5.547844	-981.695198
5.315919	-4.856025	-972.331513
-6.642760	-15.977012	-971.424775
-10.657745	-21.260243	-953.300453
17.660673	9.640948	-994.860436
23.078124	-10.855097	-982.083797
-1.750977	-7.823789	-989.938805
-14.876227	-5.106970	-963.775851
-13.396591	10.915361	-967.755545
-18.548827	-20.324860	-965.701546
-22.259768	-23.769137	-979.938176
5.341314	-11.832996	-963.847198
4.701660	-2.065961	-965.633957
18.849416	6.957403	-970.048416
17.276463	12.710988	-971.226805
5.816673	-18.960009	-983.079783
-7.336886	20.405988	-976.520368
-21.868838	8.019506	-992.749618
-1.066869	-8.295294	-979.018528
10.274610	14.218764	-963.177217
-24.103575	-17.457891	-966.393174
-22.226031	-4.840297	-982.924461
-3.212015	16.151339	-967.245246
-14.295673	1.216911	-985.364212
-8.606062	-14.810530	-976.917622
4.317256	-23.355902	-966.521539
14.046482	4.332655	-992.449741
14.772406	-18.483150	-985.182621
-5.914352	4.909075	-962.848110
0.219460	-22.692942	-987.897176
24.944625	-3.452373	-957.425832
-15.954456	23.280942	-954.792153
-11.251695	0.444888	-968.113176
22.355972	-9.834598	-967.910716
7.790607	-22.606035	-982.769148
6.346604	-1.115982	-996.576687
-13.708326	14.691862	-998.769720
-1.787665	-5.628770	-963.820624
-16.582216	3.651146	-956.697339
4.869963	12.197241	-952.339079
9.189484	18.906986	-979.210406
16.099831	-8.645476	-964.672822
-2.758757	-21.217668	-981.266147
22.359547	-8.891183	-994.628338
-1.668656	5.997232	-951.484083
22.113923	9.720320	-956.136171
-24.336343	19.312699	-987.184821
19.414741	-7.396305	-974.308978
11.672904	-13.077435	-971.078593
6.746479	-5.613160	-954.407949
-17.946741	-9.481696	-994.904871
-16.365189	-9.227419	-998.056728
4.002341	-11.830583	-957.920269
8.110183	18.247304	-989.974289
-14.974883	10.632203	-964.153419
22.635248	-3.116671	-970.474963
5.918695	11.537503	-971.059498
15.656349	3.451583	-959.891532
-2.166799	19.893608	-988.832551
-8.620802	-5.557864	-956.652451
14.699672	-24.354098	-952.382680
-9.579886	-20.932022	-989.449735
5.553840	4.427641	-973.739440
5.246091	-8.376176	-965.863848
-7.359608	9.600223	-971.283318
-20.718948	-3.606830	-958.200263
-9.604739	-3.138351	-960.402774
7.821456	3.408268	-996.338944
17.672833	22.062376	-998.399279
-1.516174	-16.451882	-994.225923
-14.826985	-21.542712	-953.516076
-11.584096	-11.735168	-980.181782
20.321378	3.386170	-963.538538
-1.001263	11.594894	-950.081986
3.890251	-16.255178	-984.973339
-21.208265	6.326656	-984.839055
4.099269	10.139648	-989.350539
8.601284	-9.655234	-976.250484
9.292205	-5.464351	-950.349779
-2.788023	1.674112	-985.160548
10.519871	12.388902	-988.318001
-21.613801	10.725923	-951.235254
-7.559203	1.694246	-964.894751
12.702121	16.052630	-973.675903
24.829663	7.629596	-951.482073
-11.652508	12.530051	-955.114256
-19.836931	-8.409809	-996.009452
-14.629321	16.217386	-968.043763
-20.964180	8.623362	-982.451368
-2.001125	-19.960964	-973.372933
7.480592	-19.334355	-972.471834
17.514404	-18.933457	-990.784496
-17.952834	22.363216	-983.052660
-4.496950	-13.846668	-961.205319
-5.489070	-15.281489	-982.232598
11.818691	15.895827	-977.183746
-7.081454	17.690147	-982.610813
-24.723712	8.084229	-966.379210
-21.184750	13.977355	-959.890307
12.902235	-19.400456	-962.303531
15.078675	9.811197	-953.406160
-10.509892	16.694162	-987.576138
22.562955	22.419316	-951.095666
-14.841042	22.083278	-983.015765
11.161209	-11.111876	-964.687747
11.356290	16.956212	-980.846721
13.538330	-22.751848	-959.584708
5.115128	11.460798	-990.263234
14.462551	5.190800	-973.222093
11.844600	13.145082	-993.439834
21.151769	0.693703	-964.667474
-17.587767	23.957518	-957.309635
6.319094	-7.971087	-956.721867
-22.066701	-12.081883	-975.279752
16.546270	-4.936957	-959.453809
2.454547	-2.957746	-998.063192
23.466046	-20.897416	-956.179513
13.971408	18.919710	-980.408531
23.941435	14.528081	-995.259345
6.490157	15.171105	-960.971561
11.208945	5.627601	-994.460996
7.638537	-0.454186	-953.991971
-12.481365	-9.860580	-950.836579
19.703127	21.522071	-969.620640
9.272318	6.545389	-956.811742
-24.769476	16.513681	-962.539619
-10.126497	-16.727728	-972.762275
18.958975	1.171139	-975.830645
15.495361	-14.964110	-979.810183
-22.243579	-7.047927	-955.305419
-5.956879	-10.512281	-991.256085
14.186242	10.444086	-965.537611
-23.811319	21.977145	-956.651098
-4.396470	-15.495786	-963.627585
-4.004193	20.163024	-971.399516
-13.009625	2.064024	-971.605680
13.992716	-5.643724	-971.275225
-12.627451	1.369495	-962.369774
17.526225	-7.667532	-988.832658
-24.850873	-20.944105	-957.128745
18.860134	-12.350802	-954.991483
-10.197469	-6.290366	-994.296315
-3.372405	-24.114712	-971.428049
-22.324473	-2.457980	-982.847980
-14.778487	19.473278	-998.356428
21.040698	-22.701238	-961.279699
-10.017873	10.313949	-976.455182
-12.743991	-17.941970	-998.486423
5.649860	2.307639	-954.714465
24.503924	16.309553	-983.833940
-7.127216	-20.698058	-954.584082
-13.325532	7.429308	-955.945818
17.608988	-23.996603	-969.053697
-0.148290	16.388879	-951.737146
-15.597707	16.192223	-980.585341
-17.162320	-4.104862	-971.122870
23.507553	23.060230	-969.434941
-7.092582	-21.271526	-976.770130
-19.553790	0.638547	-961.441800
-19.581328	9.249643	-956.322142
-11.943551	-6.342050	-973.801290
-9.563937	16.964214	-991.963854
9.552770	-1.293437	-973.447505
23.287443	-0.411215	-995.587222
21.972779	-3.905633	-961.375535
3.642539	-17.489249	-990.591852
-10.067311	22.145507	-994.662858
-9.894079	-7.338398	-984.532377
-8.468637	20.340909	-989.137730
11.550990	16.850760	-953.166842
1.648645	23.622347	-987.808404
5.767122	-22.326101	-998.742635
11.928882	12.119208	-963.861793
14.298669	-2.561644	-984.382965
-20.337909	16.530628	-980.199193
-15.173206	-20.705413	-966.236927
-3.837169	-5.233563	-984.407750
-6.166823	-12.585600	-971.770090
19.121885	20.357025	-992.431037
21.057043	-12.627447	-976.726740
11.373886	-18.330296	-956.527642
10.011080	-8.745537	-975.672891
1.253540	2.578345	-961.633735
-2.865721	20.005510	-984.093325
-7.644981	-16.449084	-974.462655
-15.483931	-10.519017	-953.726521
19.354472	-13.148475	-981.671054
-3.842186	19.402384	-983.270615
-0.174248	24.493928	-960.298814
21.727534	-7.272580	-985.103501
-11.170635	0.354932	-984.357377
11.839074	-8.840744	-988.272845
8.099796	22.897036	-987.564201
-5.807906	-21.302633	-950.460871
2.578240	9.758025	-985.116162
18.661153	-13.591550	-997.216702
-18.194346	-8.943164	-987.460837
-2.194726	6.971005	-952.899973
-12.000547	-5.407221	-950.916651
-20.895745	16.021029	-961.991198
-9.746705	-10.892293	-959.422112
-24.795456	-7.854172	-950.657300
-23.738850	-7.404413	-954.924441
13.736887	22.681228	-963.402424
7.587800	14.224170	-953.296765
22.854548	9.534519	-954.234088
19.774898	-15.848834	-979.350168
-13.916837	-2.677556	-969.865067
1.230068	-22.656571	-970.033177
16.672697	12.721416	-978.493878
-5.681964	4.634548	-984.071855
9.888950	-12.692688	-960.764112
6.025097	4.346004	-993.183400
-24.729433	-13.314944	-980.306235
22.854960	-12.466835	-964.582433
-8.821187	18.599908	-960.564367
16.934424	13.692252	-980.923453
-7.512920	1.958940	-985.746365
-0.205992	-3.250362	-978.322894
