-64.1923	-42.1077	0.77504	
-58.0924	-42.1688	0.766497	
-51.9914	-42.2287	0.760975	
-45.8934	-42.2907	0.724453	
-39.7997	-42.3524	0.733245	
-33.6981	-42.4122	0.7266	
-64.1317	-36.0131	0.666811	
-58.0333	-36.0743	0.664413	
-51.9322	-36.1357	0.64813	
-45.8343	-36.1955	0.6291	
-39.7385	-36.2569	0.640859	
-33.6355	-36.3192	0.610876	
-64.0698	-29.9084	0.56343	
-57.9694	-29.9693	0.551628	
-51.8712	-30.0304	0.539221	
-45.7714	-30.0908	0.521149	
-39.6759	-30.1519	0.522982	
-33.5739	-30.2139	0.506174	
-64.0094	-23.8115	0.448422	
-57.9088	-23.8702	0.43682	
-51.8083	-23.9319	0.424455	
-45.706	-23.9908	0.412477	
-39.6159	-24.0537	0.417999	
-33.5132	-24.1171	0.401192	
-63.9481	-17.7129	0.330768	
-57.8507	-17.7743	0.329045	
-51.7485	-17.8363	0.325141	
-45.6507	-17.898	0.298216	
-39.5562	-17.9567	0.317026	
-33.4535	-18.0198	0.304235	
-63.8882	-11.7119	0.245977	
-57.7884	-11.7722	0.238534	
-51.6887	-11.8332	0.218888	
-45.5928	-11.8938	0.212881	
-39.4956	-11.9543	0.209919	
-33.3937	-12.0164	0.201028	
-63.828	-5.61443	0.139607	
-57.7274	-5.67502	0.126236	
-51.6279	-5.73682	0.114883	
-45.5296	-5.79777	0.101022	
-39.4344	-5.85857	0.10207	
-33.3318	-5.92031	0.0825285	
-63.767	0.489529	0.0315929	
-57.6699	0.427995	0.0255831	
-51.5659	0.367432	0.0243034	
-45.4641	0.305421	-0.00172319	
-39.372	0.245034	0.00365625	
-33.2707	0.183441	-0.0226821	
-63.7058	6.5848	-0.0800085	
-57.6049	6.52564	-0.0893286	
-51.5065	6.4624	-0.10092	
-45.4068	6.40285	-0.115005	
-39.3125	6.34025	-0.111946	
-33.2101	6.28026	-0.130577	
-63.6448	12.6865	-0.179936	
-57.5448	12.6239	-0.187282	
-51.4462	12.5624	-0.197186	
-45.3489	12.5011	-0.209704	
-39.2532	12.4388	-0.210863	
-33.1503	12.379	-0.220294	
-63.5847	18.6866	-0.291382	
-57.4872	18.6253	-0.295385	
-51.384	18.5655	-0.302653	
-45.2854	18.5035	-0.327351	
-39.192	18.4439	-0.319054	
-33.0898	18.3835	-0.32896	
-63.5245	24.7828	-0.39069	
-57.4233	24.7214	-0.404863	
-51.3237	24.6594	-0.414041	
-45.2209	24.5987	-0.431101	
-39.1297	24.5376	-0.432711	
-33.0274	24.4773	-0.445209	
-63.4625	30.8885	-0.497891	
-57.363	30.8265	-0.508269	
-51.2632	30.7655	-0.521368	
-45.1651	30.7034	-0.533538	
-39.0684	30.643	-0.537673	
-32.9666	30.5819	-0.55761	
-63.4025	36.9848	-0.603878	
-57.304	36.926	-0.610634	
-51.2026	36.8649	-0.626776	
-45.1056	36.8013	-0.632434	
-39.009	36.7393	-0.627666	
-32.906	36.6808	-0.665056	
-63.3417	43.0844	-0.708205	
-57.2416	43.0201	-0.717034	
-51.1409	42.9571	-0.729683	
-45.0414	42.897	-0.757388	
-38.9487	42.8384	-0.747896	
-32.8464	42.7748	-0.758516	
-15.5488	-42.5941	0.686431	
-9.44982	-42.6562	0.67826	
-3.34772	-42.7179	0.683602	
2.74716	-42.7791	0.668875	
8.84402	-42.8395	0.653053	
14.9454	-42.9003	0.627376	
-15.4882	-36.5003	0.58705	
-9.38833	-36.5613	0.571642	
-3.28744	-36.6244	0.572836	
2.80818	-36.6845	0.55802	
8.90503	-36.745	0.547067	
15.0062	-36.8056	0.525786	
-15.4277	-30.3961	0.481167	
-9.32748	-30.457	0.45995	
-3.22597	-30.5175	0.46653	
2.86795	-30.5791	0.450309	
8.9662	-30.6403	0.432432	
15.067	-30.7021	0.419616	
-15.3668	-24.2999	0.367918	
-9.2655	-24.3572	0.356684	
-3.16554	-24.4189	0.350598	
2.92954	-24.4794	0.334606	
9.02701	-24.5414	0.325981	
15.128	-24.6054	0.310958	
-15.3057	-18.2001	0.25334	
-9.20495	-18.2606	0.247877	
-3.10486	-18.3221	0.242764	
2.98986	-18.3834	0.220445	
9.0887	-18.444	0.219317	
15.1887	-18.5064	0.202084	
-15	-12.5	0	
-9.1441	-12.2607	0.133204	
-3.04435	-12.32	0.146551	
3.04926	-12.3811	0.125011	
9.1488	-12.4437	0.103247	
15	-12.5	0	
-15.1844	-6.10204	0.0533346	
-9.08275	-6.16301	0.0336855	
-2.98381	-6.22437	0.0465399	
3.11087	-6.28523	0.0249993	
9.20952	-6.34706	0.00655288	
15.3109	-6.40726	0.00847252	
-15.1234	0.0022853	-0.044505	
-9.02245	-0.0597524	-0.0647954	
-2.92229	-0.119891	-0.0488774	
3.17103	-0.181837	-0.0721935	
9.27119	-0.242641	-0.0917481	
15.3715	-0.303669	-0.0888822	
-15.0624	6.09728	-0.161704	
-8.96115	6.03729	-0.179749	
-2.86165	5.97551	-0.167426	
3.23249	5.91468	-0.19118	
9.33151	5.85337	-0.208438	
15.4324	5.79205	-0.206868	
-15	12.5	0	
-8.9007	12.1344	-0.292347	
-2.80121	12.0735	-0.283676	
3.293	12.0118	-0.30669	
9.39236	11.9513	-0.321251	
15.4931	11.8888	-0.318952	
-14.9417	18.1996	-0.372315	
-8.84103	18.1376	-0.387422	
-2.74022	18.0765	-0.381281	
3.35367	18.015	-0.401047	
9.4527	17.9544	-0.41592	
15.5526	17.8941	-0.4246	
-14.8811	24.2956	-0.475068	
-8.78036	24.2333	-0.488523	
-2.67995	24.1719	-0.489962	
3.41501	24.1112	-0.509126	
9.51313	24.0494	-0.517307	
15.6138	23.9897	-0.531764	
-14.8201	30.4003	-0.579312	
-8.72008	30.3386	-0.597233	
-2.61821	30.2778	-0.595958	
3.47573	30.2166	-0.612559	
9.57435	30.1553	-0.627358	
15.6743	30.0939	-0.639896	
-14.7591	36.4963	-0.679776	
-8.65888	36.4384	-0.693768	
-2.55783	36.3767	-0.697593	
3.5378	36.3157	-0.714765	
9.63446	36.2548	-0.719776	
15.7359	36.191	-0.739082	
-14.6983	42.5938	-0.793142	
-8.5987	42.5315	-0.802856	
-2.49684	42.4734	-0.802805	
3.59854	42.4117	-0.815474	
9.69516	42.3488	-0.829088	
15.7972	42.2871	-0.85139	
33.095	-43.0821	0.610959	
39.1939	-43.1442	0.592791	
45.2926	-43.205	0.569796	
51.3896	-43.2657	0.586459	
57.4869	-43.328	0.569678	
63.5902	-43.3892	0.549619	
33.1569	-36.9893	0.501534	
39.2556	-37.0487	0.488905	
45.3575	-37.111	0.478421	
51.4536	-37.1715	0.468286	
57.5505	-37.234	0.464646	
63.6498	-37.2942	0.456872	
33.2179	-30.8838	0.399473	
39.3165	-30.9443	0.375143	
45.4164	-31.0052	0.36792	
51.5144	-31.0672	0.371969	
57.6112	-31.1286	0.345093	
63.7121	-31.1901	0.344989	
33.2779	-24.7868	0.286646	
39.3781	-24.8451	0.276376	
45.4724	-24.9056	0.256651	
51.5734	-24.9678	0.256404	
57.6706	-25.0297	0.241985	
63.7731	-25.0927	0.223216	
33.3373	-18.6887	0.184493	
39.4385	-18.7488	0.178294	
45.5363	-18.8119	0.145534	
51.6344	-18.8729	0.150531	
57.7321	-18.9329	0.133808	
63.8316	-18.9943	0.124065	
33.3982	-12.6857	0.0817585	
39.4971	-12.7465	0.0673875	
45.6013	-12.8082	0.0561542	
51.6972	-12.8702	0.0487656	
57.794	-12.9304	0.0353659	
63.8942	-12.9929	0.0247386	
33.4605	-6.58994	-0.026145	
39.5602	-6.65011	-0.0418647	
45.6574	-6.71267	-0.0564784	
51.7578	-6.77226	-0.0534153	
57.8536	-6.83451	-0.0765219	
63.9557	-6.89502	-0.0856195	
33.5222	-0.485365	-0.125024	
39.621	-0.547127	-0.142243	
45.7165	-0.608253	-0.15823	
51.8149	-0.668664	-0.152395	
57.9146	-0.730462	-0.168057	
64.0148	-0.791185	-0.173586	
33.5821	5.61074	-0.238192	
39.6817	5.54871	-0.257486	
45.7803	5.48818	-0.269452	
51.8796	5.42665	-0.270278	
57.974	5.36638	-0.294355	
64.0766	5.30411	-0.305944	
33.6419	11.7096	-0.33979	
39.7416	11.6465	-0.355023	
45.8453	11.5877	-0.362681	
51.9416	11.5264	-0.367679	
58.0363	11.4653	-0.395522	
64.1374	11.4049	-0.402274	
33.7021	17.7141	-0.450539	
39.802	17.6522	-0.459151	
45.9015	17.59	-0.477085	
51.9981	17.5299	-0.477559	
58.0968	17.4667	-0.491961	
64.1964	17.4064	-0.499451	
33.7638	23.808	-0.555048	
39.8634	23.7462	-0.574647	
45.9588	23.6837	-0.586931	
52.0591	23.6245	-0.580118	
58.1555	23.5625	-0.605381	
64.2592	23.5019	-0.615662	
33.8257	29.9131	-0.663293	
39.9246	29.8503	-0.685259	
46.0234	29.7893	-0.692901	
52.1218	29.7292	-0.689198	
58.2181	29.6679	-0.719841	
64.3196	29.6073	-0.717447	
33.8862	36.0116	-0.772991	
39.9855	35.948	-0.778429	
46.0872	35.8872	-0.78976	
52.1842	35.8295	-0.803717	
58.2799	35.7672	-0.807899	
